"","X","country","description","designation","points","price","province","region_1","region_2","variety","winery"
"377",136216,"US","This wine is nearly black, with a purple rim, and smokey aromas of roasted salsa and leather. Despite the lack of fruit on the nose, there is plenty of dark underlying fruit to the palate, but still a roasted flavor, along with Band-Aid.","",82,12,"California","Napa-Sonoma","Napa-Sonoma","Shiraz","Sula"
"378",68578,"US","Super-young and jammy, with high, fresh acidity framing cherry and blackberry flavors, this wine has the merit of being dry and balanced. It's a nice country-style wine, easy to savor with simple fare.","",84,12,"California","Central Coast","Central Coast","Shiraz","Echelon"
"379",81481,"US","Hints of char, smoke and green bramble accent tart black-fruit and vanilla-spice flavors in this Shiraz (with a splash of Petit Verdot and Cabernet Sauvignon). The dense tannins are tacky on the palate, but zesty acidity and fresh flower and herb notes on the finish add elegance.","",85,22,"New York","North Fork of Long Island","Long Island","Shiraz","Suhru"
"380",143759,"US","This is a very dry wine, and full-bodied. It has blackberry, pepper, spice and herb flavors, and some firm tannins. The finish is clean and fruity. From Delicato.","",85,13,"California","Lodi","Central Valley","Shiraz","Clay Station"
"381",138829,"US","Very fruity, youthful and packed with brambly berry flavors. Tart, tangy and loaded with berries and cherries, this racy, snappy effort shows surprising depth and weight for its modest price point. There's a nice lick of vanilla in the soft, lush finish.","Grand Estates",90,11,"Washington","Columbia Valley (WA)","Columbia Valley","Shiraz","Columbia Crest"
"382",149897,"US","TF stands for Tocai Friulano, a perfectly legitimate grape name that has been outlawed in Oregon and will soon be illegal in its own home of Friuli. It's a fresh, herbal grape, which mixes light grassy flavors, citrus, pineapple and honeydew, with a pleasing mineral undercurrent.","TF",88,20,"Oregon","Willamette Valley","Willamette Valley","Tocai Friulano","Adelsheim"
"383",134661,"US","This is the only Long Island version of this white grape variety from northeastern Italy, but perhaps there should be more. Fermented in a mix of stainless steel and used wood, there's a touch of custardy richness and some dried-spice notes, but the emphasis is on clean, crisp melon, pineapple and citrus fruit. It's medium-bodied, with an appealing focus to the lingering finish that would make it an attractive pairing to many of the region's seafoods.","",88,24,"New York","The Hamptons, Long Island","Long Island","Tocai Friulano","Channing Daughters"
"384",49273,"US","Beautifully aromatic with dainty white peach, apricot and grapefruit notes, Ventosa's Tocai Friulano is a luscious, fruity white perfect for casual spring entertaining. On the palate, ripe honeydew flavors are balanced by hints of freshly cut herbs and grass and a pleasant minerality.","",85,16,"New York","Finger Lakes","Finger Lakes","Tocai Friulano","Ventosa"
"385",110985,"US","The best thing about this fine young white wine is the acidity. It's high and crisp and bracing, and makes the peach pie, honeysuckle and vanilla wafer flavors come alive. There's a honeyed sweetness, but that wonderful acidity balances it nicely.","",86,18,"California","Mendocino County","Mendocino/Lake Counties","Tocai Friulano","VJB"
"386",67367,"US","TF stands for Tocai Friulano, a perfectly legitimate grape name that has been outlawed in Oregon and will soon be illegal in its own home of Friuli. It's a fresh, herbal grape, which mixes light grassy flavors, citrus, pineapple and honeydew, with a pleasing mineral undercurrent.","TF",88,20,"Oregon","Willamette Valley","Willamette Valley","Tocai Friulano","Adelsheim"
"387",4371,"US","Fragrant layers of cinnamon, toast and vanilla adorn this intensely ripe, fleshy red wine. Blackberry and plum flavors are ruddy on the palate, but brightened by a zip of acidity and fine, chalky tannins on the finish.","",85,30,"New York","Finger Lakes","Finger Lakes","Saperavi","Standing Stone"
"388",10717,"US","This inky fragrantly blackberried wine holds a special place in the legacy of New York's pioneering producer, Dr. Konstantin Frank. While known for its sturdy tannins and bracing acidity, this Saperavi is a bit plush, suggesting riper ruddier black fruit and softer tannins. Its richer texture is satisfying though with a pleasantly nutty spice-inflected finish.","",88,35,"New York","Finger Lakes","Finger Lakes","Saperavi","Dr. Konstantin Frank"
"389",4450,"US","This is a chunkier, somewhat rustic cousin to Pinot Noir, often used to bulk up a sparkling wine. Here, on its own, it's generously loaded with pomegranate, earth and green tea flavors. The aromatics capture some of the rose petal bouquet of its more delicate relation.","",89,30,"Oregon","Willamette Valley","Willamette Valley","Pinot Meunier","Amalie Robert"
"390",141096,"US","Like a Pinot Noir without the noble structure, this pretty red is medium-bodied and dry, with silky tannins and cola, cherry and mushroom flavors. It has an especially nice, long and spicy finish.","",87,29,"California","Carneros","Napa-Sonoma","Pinot Meunier","Domaine Chandon"
"391",135242,"US","Rarely bottled on its own, Pinot Meunier is better known as a blending component for Champagne. This bottling is like a Pinot Noir in its lightly silky texture and cherry, cola and vanilla flavors. It's very elegant, yet doesn't quite rise to the classic status of Pinot Noir.","Van der Kamp Vineyard",87,60,"California","Sonoma Mountain","Sonoma","Pinot Meunier","Tandem"
"392",13435,"US","Virtually identical with Pinot Noir, and quite a good one at that. Shows cool-climate influence in the translucent color, vital acidity and pure flavors of raspberries and persimmons, accented with smoky oak.","Van der Kamp Vineyard",90,24,"California","Sonoma Mountain","Sonoma","Pinot Meunier","Novy"
"393",107522,"US","Rarely bottled on its own, Pinot Meunier is better known as a blending component for Champagne. This bottling is like a Pinot Noir in its lightly silky texture and cherry, cola and vanilla flavors. It's very elegant, yet doesn't quite rise to the classic status of Pinot Noir.","Van der Kamp Vineyard",87,60,"California","Sonoma Mountain","Sonoma","Pinot Meunier","Tandem"
"394",138844,"US","Smells overripe, with a sharp, raisiny smell, and tastes hot, harsh and medicinal. It has cough drop cherry flavors that are sugary-sweet and acidic.","",82,26,"California","Santa Barbara County","Central Coast","Dolcetto","Addamo"
"395",42067,"US","Super-high in acids, almost sour, and tannic too, with dry flavors of bitter cherries. If this is your kind of wine, break out the rich meats, butter and cheese and enjoy.","",82,33,"California","California","California Other","Dolcetto","Villa Andretti"
"396",127234,"US","Give this wine some time to blow off reduced aromas and you'll be rewarded with a simple but charming collection of mixed black and red fruit. A few dry tannins emerge on the cherry-spiked finish. Drink up.","",82,16,"New Mexico","New Mexico","","Dolcetto","Vivác Winery"
"397",148734,"US","Acorn persists with this Italian variety despite the challenges. It's dry and medium-bodied, with a silky texture and some hot acids. The flavors are of cherries and tobacco. Overall, it's a clean country wine.","Alegria Vineyards",84,26,"California","Russian River Valley","Sonoma","Dolcetto","Acorn"
"398",125944,"US","The nose is honest and bright but not terribly expressive, with just a few delicate raspberry and cherry tones. In the mouth, bing cherry and damp earth notes takes over and continue on the medium finish. Try with a veal chop. Drink up.","Artist Series 1",84,35,"New Mexico","New Mexico","","Dolcetto","La Chiripada"
"399",77795,"US","Petite Syrah (as it is spelled here) is no longer an approved label—Petite Sirah is correct—but this wine takes a good run a capturing the power and pleasure of the grape. Dark and tannic, it brings in plum and a hint of prune, also chocolate and earth, with good balance.","Estate Reserve",87,48,"Oregon","Rogue Valley","Southern Oregon","Petite Syrah","Del Rio"
"400",4576,"US","A mild note of blueberry scone hits the nose first, followed by touches of grilled herb and flower. The palate proves to be quite finessed, showcasing firm but buffed tannins and agile acids. Dark cherry and pastry spice notes mark the finish.","",86,45,"Arizona","Arizona","","Petite Syrah","Freitas"
"401",4605,"US","This cofermented field blend is 60% Tannat and 40% Malbec. It's big, black, bold and captivating, with rich blackberry and boysenberry fruit. The tannins are grainy and flecked with graphite, and there's a suggestion of mocha throughout. This might fool some tasters if it were to be tossed into a blind tasting of high-octane Sonoma Zinfandels.","M-T Reserve",91,50,"Oregon","Southern Oregon","Southern Oregon","Malbec-Tannat","Troon"
"402",99386,"US","This is mainly Sauvignon Blanc, with some Sémillon. It's a dry wine with decent acidity. The fig, citrus, green melon and licorice flavors go down nice and easy.","The Novelist Meritage",85,18,"California","California","California Other","Bordeaux-style White Blend","Cosentino"
"403",36880,"US","A welcome addition to the Bunchgrass lineup, this white Bordeaux-style blend is one third barrel-fermented Semillon, two thirds tank-fermented Sauvignon Blanc. The ripe and textural fruit still shows a lightly yeasty character, along with highlights of honey graham cracker.","Whispering Owl",90,24,"Washington","Columbia Valley (WA)","Columbia Valley","Bordeaux-style White Blend","Bunchgrass"
"404",95732,"US","Dry and a little unripe, this has a vegetal streak that compromises the nectarine and citrus flavors. A fine burst of acidity makes the mouth water. The blend is mainly Sémillon, with a little Sauvignon Blanc.","Cuvée Blanc",85,50,"California","Napa Valley","Napa","Bordeaux-style White Blend","Palazzo Wine"
"405",72394,"US","This white blend is two thirds Sémillon, one third Sauvignon Blanc. It has continued to improve from vintage to vintage, and this is the best yet. A Washington take on Bordeaux blanc, it's dry and fresh, with golden apple and sweet grain extending across the palate and on through a lingering, lightly peachy finish.","Estate Luminesce Seven Hills Vineyard",92,20,"Washington","Walla Walla Valley (WA)","Columbia Valley","Bordeaux-style White Blend","L'Ecole No. 41"
"406",25795,"US","A white Bordeaux-style blend, crisp and edgy, with green fruit flavors sporting a citrusy kick. Young, tight and tart, it shows its alcohol on the angular finish.","Updraft",86,17,"Washington","Columbia Valley (WA)","Columbia Valley","Bordeaux-style White Blend","Cloudlift Cellars"
"407",4718,"US","This atypical blend of 56% Syrah and 44% Merlot shows red roses and red currants on the rather light nose. The palate is also delicately layered with light red plums, tangy strawberries and a tight bay leaf herbal component.","Vigneronne",88,59,"California","Santa Barbara County","Central Coast","Syrah-Merlot","Admirable Family Vineyard"
"408",89849,"US","The spiced dark-cherry and blackberry aromas come with a rusty edge, leading to a palate that's marked by vivid acids and trifling tannic support. In general, this is lithe and easy, a wine that would pair well with pizza.","",83,19,"New Mexico","New Mexico","","Montepulciano","Vivác Winery"
"409",96885,"US","A big, dry, tannicly astringent wine. It's somewhat awkward now and could develop softness in a year or two. Right now it's like Zinfandel, with brambly tannins and flavors of dark wild berries, leather and black pepper.","Morse Vineyards",85,28,"California","Amador County","Sierra Foothills","Montepulciano","IL Gioiello"
"410",17716,"US","This dry, fairly acidic wine has a full-bodied texture and strong flavors of wild berries and cherries, tobacco, dark chocolate and spices. It's an interesting, complex wine to try as a switch from Merlot or even a spicy Zinfandel.","Las Brisas Vineyard",88,24,"California","Carneros","Napa-Sonoma","Montepulciano","Mahoney"
"411",104765,"US","Brings to mind the old jug wines, with its tannic dryness and earthy berry flavors. Those were the kind of wines that happily washed down anything that called for a red. So is this, although it's a lot pricier.","",87,32,"California","Sonoma Valley","Sonoma","Montepulciano","VJB"
"412",121035,"US","A big, dry, tannicly astringent wine. It's somewhat awkward now and could develop softness in a year or two. Right now it's like Zinfandel, with brambly tannins and flavors of dark wild berries, leather and black pepper.","Morse Vineyards",85,28,"California","Amador County","Sierra Foothills","Montepulciano","IL Gioiello"
"413",125777,"US","A really nice, dry wine that stimulates the mouth with crisp acidity, then offers waves of interesting, complex flavors. Lemons, limes and pineapples are accented with richer notes of papayas and honeysuckle, finishing in a swirl of spice. Good as an exotic alternative to Sauvignon Blanc.","Silvaspoons Vineyards",89,15,"California","Lodi","Central Valley","Torrontés","Fenestra"
"414",101597,"US","A really nice, dry wine that stimulates the mouth with crisp acidity, then offers waves of interesting, complex flavors. Lemons, limes and pineapples are accented with richer notes of papayas and honeysuckle, finishing in a swirl of spice. Good as an exotic alternative to Sauvignon Blanc.","Silvaspoons Vineyards",89,15,"California","Lodi","Central Valley","Torrontés","Fenestra"
"415",4851,"US","This exotic and memorable white wine brings a floral, perfumed aroma, ripe fruit flavors and a nicely viscous texture. Rather light in body for its richness level, it delivers a lingering finish. It has the generous texture of a Chardonnay but with more intense fruit flavors.","Estate Grown",90,30,"California","Sierra Foothills","Sierra Foothills","Torrontés","Wise Villa"
"416",143549,"US","From the home vineyard in the Oakville foothills, this little sister to Harlan Estate is very similar to it. The structure is superb, with a classic elegance of tannins and acids. The flavors are just enormous, all about chocolate fudge, crème de cassis and cherry cola, yet the wine is dry and crisp. There's something sensual and sexy about this claret, a completely nourishing wine that provides endless pleasure. At this price, it's a value compared to Harlan Estate.","",94,95,"California","Napa Valley","Napa","Cabernet Blend","The Maiden"
"417",68575,"US","Dry and gritty in texture, with hard-edged, jagged tannins, this wine is very ripe. It has strong black cherry, blackberry and coffee flavors, and needs to be decanted before serving.","Meritage",84,15,"California","Sonoma County","Sonoma","Cabernet Blend","Lyeth"
"418",15753,"US","Easily deserves its high score due to the ripe cassis flavors and near-perfect tannins. Caresses and seduces the palate with the soft velvety intensity of a fine liqueur. Yet some tough tannins and firm acidity make for a scour on the palate. May or may not age; hard to tell. A blend of Cabernet Sauvignon, Cabernet Franc and Merlot.","Estate",90,75,"California","Napa Valley","Napa","Cabernet Blend","Judd's Hill"
"419",143956,"US","If Tchelistcheff were still here, he might describe this Cab as an iron fist in a velvet glove. It's inviting in rich cassis, blueberry and chocolate flavors, with a soft mouthfeel. But the softness is deceptive; this is a big, deeply structured wine. Drink now through 2012.","Elevage",92,76,"California","Stags Leap District","Napa","Cabernet Blend","Chimney Rock"
"420",62691,"US","Dry, rough and earthy, with an astringent mouthfeel. Decanting overnight will bring out the cherries and berries, and the wine is good with barbecue.","Ricordati",84,20,"California","Paso Robles","Central Coast","Cabernet Blend","Dark Star"
"421",91471,"US","Dry and delicate with mixed fresh herbs, melon, green berry, spice and rock—lots of rock. It shows surprising length and develops nicely in the throat, seeming to add flesh as you taste. A really nice bottle.","Boushey Vineyard",91,25,"Washington","Yakima Valley","Columbia Valley","Marsanne","McCrea"
"422",37112,"US","Out of Syncline's lineup of pure, varietal white Rhône-style wines, the Marsanne may be the most complete. It deals melon and Mandarin orange flavors, which are set amidst light, floral notes and supporting acids. Round and balanced, this is drinking quite well now, and it can be kept for another 2–3 years.","Boushey Vineyard",88,26,"Washington","Yakima Valley","Columbia Valley","Marsanne","Syncline"
"423",59578,"US","Jammy and direct, this Marsanne has flavors of peaches, limes, honeysuckle and vanilla. It's a simple wine whose acidity will check Asian food or something tasty and sweet, like ham.","Estate",83,18,"California","Sonoma Valley","Sonoma","Marsanne","Wellington"
"424",146942,"US","This is a fun wine. It has a rich, creamy texture, and is very flavorful, with white peach, apricot, spice and sweet oak flavors. The finish is oaky and bright with acidity.","Loma Pacific Vineyard",86,30,"California","Monterey County","Central Coast","Marsanne","Marilyn Remark"
"425",48691,"US","A little too sweet, with sugary, dessert pastry flavors of lemons, raspberries, peaches, white chocolate and peppery spices. Tart acidity helps to balance the richness.","",85,22,"California","Santa Ynez Valley","Central Coast","Marsanne","Buttonwood Farm"
"426",5179,"US","A blend of half Sémillon and half Chardonnay, this is an aromatic, fully fleshed-out wine that veers into richness without going too far. Swirling in layers of concentrated pear and lemon, it provides a long, substantial finish, ending in balanced acidity.","Los Tesoros de Joaquin",88,30,"California","Livermore Valley","Central Coast","Chardonnay-Semillon","Murrieta's Well"
"427",48880,"US","With touches of honeycomb and Granny Smith apple, this delightfully lush blend of 51% Chardonnay and 49% Sémillon  from Livermore, partially barrel fermented in oak, is a creamy, medium-bodied white wine that would pair magically with shellfish or a warm goat cheese salad. A real steal at the price, too, and a fun bottle to expose to friends.","Semmonay",91,16,"California","Livermore Valley","Central Coast","Chardonnay-Semillon","Fenestra"
"428",17871,"US","This blend of of 51% Chardonnay and 49% Semillon tastes big and ripe, mostly of pineapple, guava and very-ripe pear, with a rich vanilla finish.","Semonnay",86,16,"California","Livermore Valley","Central Coast","Chardonnay-Semillon","Fenestra"
"429",5303,"US","It's odd to find reductive elements on a white wine, but this—which comes from a property that's grown grapevines for a century or so—shows an tarry funk on the nose, with crisp pears and honeyed apples slowly emerging. The palate offers stonefruit syrup, honey and poached pears, and also gives off rubbery reductive elements.","",83,NA,"California","Santa Clara Valley","Central Coast","Fiano","Solis"
"430",28090,"US","Dusty, chalky tannin and earth provide character to this blend of 48% Cabernet Sauvignon and 52% Sangiovese that is smoothly tannic. Coffee and cocoa provide a savory aside to the fruitiness of dried cherry and cranberry.","Montona Super Tuscan Reserve",87,95,"California","Napa Valley","Napa","Cabernet Sauvignon-Sangiovese","Andretti"
"431",75381,"US","Juicy and floral with dusty tannins, this Lodi blend of 75% Cabernet Sauvignon and 25% Sangiovese exhibits the best of both worlds, with a well-integrated taste of soft raspberry jam, cranberry and earth.","Russo Red",89,NA,"California","Lodi","Central Valley","Cabernet Sauvignon-Sangiovese","Sorelle Winery"
"432",6485,"US","Dusty, chalky tannin and earth provide character to this blend of 48% Cabernet Sauvignon and 52% Sangiovese that is smoothly tannic. Coffee and cocoa provide a savory aside to the fruitiness of dried cherry and cranberry.","Montona Super Tuscan Reserve",87,95,"California","Napa Valley","Napa","Cabernet Sauvignon-Sangiovese","Andretti"
"433",30453,"US","As usual, the 2009 Bello Rosso is a 50-50 blend of Sangiovese and Cabernet Sauvignon. Almost magisterial, this wine is forceful and balanced, and it is packed with black fruits that are matched to the perfectly ripe tannins.","Bello Rosso",93,32,"Washington","Columbia Valley (WA)","Columbia Valley","Cabernet Sauvignon-Sangiovese","Walla Walla Vintners"
"434",79503,"US","As usual, the 2009 Bello Rosso is a 50-50 blend of Sangiovese and Cabernet Sauvignon. Almost magisterial, this wine is forceful and balanced, and it is packed with black fruits that are matched to the perfectly ripe tannins.","Bello Rosso",93,32,"Washington","Columbia Valley (WA)","Columbia Valley","Cabernet Sauvignon-Sangiovese","Walla Walla Vintners"
"435",5971,"US","This blend of 72% Cabernet Franc and 28% Malbec is different from the debut 2014 vintage. It's a young stiff tannic wine, with tart cranberry fruit streaked with herbs and olives, all well-proportioned. Native yeast and neutral oak was used, with one-third done as a whole-cluster ferment.","La Battalla de Don Nato",90,22,"Oregon","Rogue Valley","Southern Oregon","Cabernet Franc-Malbec","Quady North"
"436",6135,"US","This shows its residual sugar without quite masking the very tart fruit. Flavors are simple and clean, hinting at barely ripe melon, sweetened with a bit of sugar.","",85,14,"Oregon","Willamette Valley","","Müller-Thurgau","Kramer"
"437",86491,"US","Honeysuckle, pear and limoncello flavors create a unique, fruit-driven, luscious wine with plenty of natural acidity. It hints at exotic, tropical fruit without being buried in it. The alcohol is just 10.5%, but the wine tastes much bigger.","",87,10,"Oregon","Willamette Valley","Willamette Valley","Müller-Thurgau","Airlie"
"438",42571,"US","Honeysuckle, pear and limoncello flavors create a unique, fruit-driven, luscious wine with plenty of natural acidity. It hints at exotic, tropical fruit without being buried in it. The alcohol is just 10.5%, but the wine tastes much bigger.","",87,10,"Oregon","Willamette Valley","Willamette Valley","Müller-Thurgau","Airlie"
"439",150252,"US","Big, round and fruity, this is a simple, fairly sweet wine with plenty of smooth fruit enjoyment. There's just a touch of spice and an earthy finish.","",85,10,"Oregon","Willamette Valley","Willamette Valley","Müller-Thurgau","Airlie"
"440",55461,"US","This simple and sweet wine has a light peach flavor with a sugary—not syrupy—finish. It might be a good wine to soak fruit in for a light dessert.","Chloe's Breeze",83,12,"Oregon","Willamette Valley","Willamette Valley","Müller-Thurgau","Abiqua Wind"
"441",84828,"US","Quite possibly the first and only Washington Zweigelt, this has the sort of rough, rustic appeal as did Lemberger in the early days of the state's wine industry. Bright cranberry fruit has a spicy edge, and a sharp, high-toned finish.","",86,29,"Washington","Columbia Valley (WA)","Columbia Valley","Zweigelt","Wilridge"
"442",79350,"US","Once past the whiff of tack-room leather, this young wine opens to reveal broad, sappy plummy fruit. It's not only unique but a whole lot of fun.","Estate",87,30,"Washington","Yakima Valley","Columbia Valley","Zweigelt","Wilridge"
"443",6554,"US","While blackberry and cherry notes are lush and ripe on the nose, this Finger Lakes Zweigelt is surprisingly elegant on the palate. Sour cherry and tart plum flavors are concentrated and juicy, but lively in feel. The finish is extended by a fringe of fine, polished tannins.","William Vigne",89,18,"New York","Seneca Lake","Finger Lakes","Zweigelt","Fulkerson"
"444",51859,"US","More properly understood as a dessert wine, this Muscat is sweet and clean in acidity. It offers luscious flavors of orange essence, vanilla and honey.","Margaret's Vineyard",86,16,"California","Paso Robles","Central Coast","Orange Muscat","Robert Hall"
"445",132914,"US","Not especially complex, but so sweet in honey and so pure in orange essence flavors that it's just plain likeable. Considerable acidity provides the perfect balance to all that richness.","Essensia",87,24,"California","California","California Other","Orange Muscat","Quady"
"446",39739,"US","On sweetness alone, this dessert wine earns a good score. The orange fruit flavors, which are so pure and pinpointed, are exorbitantly rich in wild honey and vanilla cream. The alcohol level is high, but there's a beautiful streak of vibrant acidity that provides balance. Easy to drink over repeated glasses.","Essensia",92,25,"California","California","California Other","Orange Muscat","Quady"
"447",13537,"US","Let's call this a dessert wine, but you could easily serve it with a weekend brunch of scrambled eggs and smoked trout or salmon. It's sweet in honey, tangerines and vanilla, brightened by zesty acidity. It would also be lovely as an afternoon apéritif.","Margaret's Vineyard",86,15,"California","Paso Robles","Central Coast","Orange Muscat","Robert Hall"
"448",51267,"US","Very sweet, with the flavors of orange jam. Good acidity provides refreshing balance and a clean finish.","",87,11,"California","Amador County","Sierra Foothills","Orange Muscat","Renwood"
"449",84287,"US","This has striking aromas of passion fruit, apricot and pear drop, with a note of warm, spiced green apple adding dimension. While sweet in nature, this has electrifying acidity that keeps the palate clean, energetic and far from clingy. The acidity remains racy on the finish, highlighting the pretty honeysuckle character.","Demi-Sec",87,14,"America","","","Vignoles","Truro"
"450",150687,"US","Honeyed mango and papaya flavors are accented by a citrus streak that provides much-needed verve, while the aromas are more along the lines of pear and lemon. A solid effort, with only a hint of the musky or foxy quality that can sometimes dominate wines from hybrid grapes.","Late Harvest",86,15,"New York","Finger Lakes","Finger Lakes","Vignoles","Wagner"
"451",86907,"US","While this is full bodied, with an unctuous quality, it has plenty of acidity to keep the palate feeling lively and defined. The notes of butterscotch, candied apple and citrus blossom are pleasing, leading to a brisk and slightly warm finish.","Estates",86,21,"Missouri","Augusta","","Vignoles","Mount Pleasant Winery"
"452",150651,"US","Shows off the exotic musky-spicy side of this grape in its peppery, leathery aromas. Turns tropical in the mouth: papaya and mango are joined by zippy citrus-tinged acidity. Finishes long, with some of the peppery notes returning.","Ice Wine",87,18,"New York","Finger Lakes","Finger Lakes","Vignoles","Wagner"
"453",67605,"US","This clean but flowery Vignoles offers white wine lovers a unique alternative. Crisp and sweet pineapple with balanced acidity on the palate is led by a fragrant nose.","",84,9,"Missouri","Missouri","","Vignoles","Augusta Winery"
"454",7058,"US","Light in color and almost a shade of green, this dessert wine offers aromas of honeydew melon, sharp lime, jasmine and a touch of petrol-like citrus pith. The palate is sweet but pillowy in texture, with Key lime, honeysuckle and herb-inflected honey flavors.","",87,25,"California","Central Coast","Central Coast","Muscat d'Alexandrie","Hearst Ranch"
"455",116990,"US","A simple dessert wine that's sweet but not overly so, with ripe apricot, peach and pear flavors and a floral note of honeysuckle. There's quite a bit of acidity for balance.","Obsession",84,8,"California","California","California Other","Symphony","Ironstone"
"456",53890,"US","Not much going on in this off-dry wine. It has very thin flavors of vanilla and pineapples.","Vineyard Select",82,9,"California","California","California Other","Symphony","Baywood"
"457",7110,"US","Outspoken, delineated notes of candied lemon and peach meld with a bold aroma of lychee. The attack feels a touch slack, but the acids slowly gain steam across the palate, giving the wine a sense of delayed energy.","",84,38,"Arizona","Cochise County","","Symphony","Pillsbury"
"458",94967,"US","Ironstone's track record for this pretty dessert wine continues with the '07. It's off-dry, with residual sugar just under 2%, and polished flavors of pineapples, oranges, marzipan, honey and vanilla. High acidity adds the perfect touch of crispness.","Obsession",85,8,"California","California","California Other","Symphony","Ironstone"
"459",61970,"US","A simple dessert wine that's sweet but not overly so, with ripe apricot, peach and pear flavors and a floral note of honeysuckle. There's quite a bit of acidity for balance.","Obsession",84,8,"California","California","California Other","Symphony","Ironstone"
"460",69806,"US","The 2007 Augusta Norton is a charming wine. It manages to be both fruity and elegant while offering loads of mouthwatering acidity. There isn't an excess of complexity here but it's a good choice for a summer red. Drink now.","Estate Bottled",83,18,"Missouri","Augusta","","Norton","Augusta Winery"
"461",87782,"US","Tight-lipped aromas of golden fig and dried strawberry are underpinned by a touch of chocolate. Supple and chocolaty tasting on the palate, this has balanced tannins and acids that lend just-enough structural support.","",85,18,"Missouri","Augusta","","Norton","Augusta Winery"
"462",10145,"US","A scent of tar hits the nose first, followed by whiffs of raisin, brown spice and vanilla. The attack on this wine feels flat and flaccid, but the tannins pick up slightly on the midpalate, which lends it some structure.","Dry",82,12,"Missouri","Missouri","","Norton","Mount Pleasant Winery"
"463",129508,"US","Bold and chewy, with black cherry jam aromas and a flavorful palate framed by soft tannins. Some inviting spice elements poke through on the short-to-medium finish.","",84,18,"Virginia","Virginia","","Norton","Potomac Point"
"464",7125,"US","Nervy acids and extra-fine powdery tannins frame flavors of wild berries, crimini mushrooms and wilted flowers.","Estate Bottled",84,18,"Virginia","Shenandoah Valley","","Norton","Veramar"
"465",15210,"US","Green herbs and grass add freshness to the sweet aromas of quince and peach preserves on this interpretation of the Georgian Rkatsiteli grape. Intense fruit flavors persist on the palate, highlighted by lemon-lime acidity and lime-pith astringency.","",88,15,"New York","Finger Lakes","Finger Lakes","Rkatsiteli","Dr. Konstantin Frank"
"466",9031,"US","Rkatsiteli is hard to pronounce and harder yet to spell, but it's an invitingly zippy thirst-quencher here. Tart white melon and grapefruit flavors are exhilarating and fresh from nose to finish. The finish is dry and zesty.","",89,17,"New York","Finger Lakes","Finger Lakes","Rkatsiteli","Dr. Konstantin Frank"
"467",83040,"US","Green herbs and grass add freshness to the sweet aromas of quince and peach preserves on this interpretation of the Georgian Rkatsiteli grape. Intense fruit flavors persist on the palate, highlighted by lemon-lime acidity and lime-pith astringency.","",88,15,"New York","Finger Lakes","Finger Lakes","Rkatsiteli","Dr. Konstantin Frank"
"468",47821,"US","There's something wonderfully intriguing about Dr. Konstantin Frank's Rkatsiteli, an ancient Georgian grape variety that pays homage to the original Dr. Frank's European roots. Fragrant with fresh apples, sweet figs and a subdued paraffin note, it's a light profile wine, but with a uniquely luscious mouthfeel. Well balanced with a clean minerality and bright, sour tangerine acidity, there's a touch of salinity in the finish that makes it a fabulous companion to seafood.","",86,18,"New York","Finger Lakes","Finger Lakes","Rkatsiteli","Dr. Konstantin Frank"
"469",7449,"US","Fleshy and bright, this has tight-lipped flavors of buttered popcorn, spring flowers and white apricots. Fresh and easygoing.","Winemakers Select Bin #6 Barrel Aged",83,38,"Virginia","Virginia","","Rkatsiteli","Tarara"
"470",77461,"US","Lots of crisp, jammy Meyer lemon, lime, vanilla, honey and creamy flavors in this Rhône-style blend. It's a little too sweet and forward, especially for the price.","Venus",87,45,"California","Sonoma County","Sonoma","Roussanne-Viognier","Donelan"
"471",123539,"US","The blend is light and deft, with nicely defined streaks of melon, grapefruit and orange peel. It warms up midpalate and brings in streaks of caramel and butterscotch as it gracefully falls away, with no trace of bitterness.","",90,30,"Washington","Columbia Valley (WA)","Columbia Valley","Roussanne-Viognier","Tranche"
"472",128412,"US","This is quite a brilliant wine. An unusual blend of 90% Roussanne and 10% Viognier, it shows tremendous richness in the array of tangerine, Meyer lemon custard, pineapple tart, buttered toast and caramel cream flavors, yet has a stony minerality that anchors and dries it. Fermented in new oak and aged on the lees, this full-bodied, complex wine can be consumed by itself, or with rich fare, such as lobster or crab.","L'Avion",93,38,"California","Santa Ynez Valley","Central Coast","Roussanne-Viognier","Stolpman"
"473",96882,"US","A very rich, exotically flavored blend of Roussanne and Viognier. Feels soft and oaky in the mouth, with jammy apricots, peaches, pineapples and honeysuckle, and the caramelized vanilla of oak barrels.","Pearl",85,20,"California","Paso Robles","Central Coast","Roussanne-Viognier","Hearthstone"
"474",100619,"US","The blend is light and deft, with nicely defined streaks of melon, grapefruit and orange peel. It warms up midpalate and brings in streaks of caramel and butterscotch as it gracefully falls away, with no trace of bitterness.","",90,30,"Washington","Columbia Valley (WA)","Columbia Valley","Roussanne-Viognier","Tranche"
"475",127486,"US","While there's some nice, honest fruit here, it's weighed down by heavy vanilla overtones. The finish is long enough but shows a confected element and winds up with a singed wood tone.","",80,14,"Missouri","Missouri","","Chambourcin","Montelle"
"476",7771,"US","Arabica coffee and toasted hazelnut aromas are layered on top of wild-berry notes. Overall, this medium-bodied wine feels soft and a tad runny.","",82,18,"Virginia","Virginia","","Chambourcin","Chateau Morrisette"
